username,platform,content_type,category,country,influencer_tier,followers,following,posts,avg_likes,avg_comments,avg_shares,avg_views,engagement_rate,date_joined
kristin23575,TikTok,Live,Fitness,Japan,Macro,992952,38404,3263,16431,742.0,701.0,182817,1.82,2024-01-19
jeremy17154,Facebook,Story,Fitness,Germany,Micro,73142,17214,2278,1031,122.0,56.0,0,1.91,2023-07-12
pparks726,Facebook,Image,Fashion,Mexico,Micro,51888,17101,2431,1547,142.0,86.0,0,2.69,2024-08-20
timothy11301,Facebook,Image,Beauty,Brazil,Micro,93665,19773,4165,2039,225.0,116.0,0,1.86,2023-07-05
pmorales431,Instagram,Reel,Tech,Germany,Macro,686187,42989,2759,46156,1768.0,2657.0,0,5.81,2023-11-11
candacerodriguez543,TikTok,Carousel,Fitness,Mexico,Nano,2929,2034,593,187,19.0,9.0,2680,6.52,2024-01-26
schneiderjeffrey647,TikTok,Reel,Fashion,UK,Nano,4281,2691,1183,240,28.0,17.0,3561,6.21,2023-12-07
tyoung393,YouTube,Carousel,Fashion,India,Micro,37444,8580,731,1810,66.0,114.0,16063,4.18,2024-05-03
wallacelisa320,Instagram,Video,Music,Brazil,Macro,114760,44451,156,3983,,187.0,0,2.81,2023-12-19
loganbryant351,YouTube,Video,Gaming,Canada,Micro,31891,19641,4272,1796,44.0,137.0,15214,7.62,2023-05-18
mark64812,Twitter,Carousel,Travel,UK,Mega,7767788,48208,1740,18790,,1483.0,0,0.34,2024-10-28
caroline24259,Instagram,Reel,Fitness,Canada,Micro,87846,3261,171,6607,569.0,368.0,0,5.8,2024-07-14
cbrown524,Twitter,Live,Tech,Brazil,Micro,92616,17793,4272,3633,225.0,62.0,0,5.56,2023-04-18
kristin36509,Facebook,Video,Fitness,USA,Macro,621917,13316,4295,23639,944.0,671.0,0,4.64,2024-07-15
jeremy12660,YouTube,Live,Education,France,Nano,1208,284,1231,76,8.0,5.0,838,5.76,2023-09-20
christophergardner10,YouTube,Reel,Fitness,Germany,Micro,23082,14059,2571,1519,163.0,105.0,11122,5.54,2023-02-16
reynoldsshawn707,YouTube,Live,Tech,France,Micro,67372,12084,2817,3756,175.0,230.0,28062,4.38,2024-01-30
davidpineda798,Twitter,Reel,Tech,USA,Nano,1960,1088,4849,198,20.0,3.0,0,7.86,2024-01-24
jennifer96742,TikTok,Story,Fashion,UK,Micro,73979,910,2584,2141,130.0,28.0,13144,3.77,2024-08-13
iduke914,Facebook,Image,Beauty,Canada,Micro,91033,43596,2842,2157,185.0,59.0,0,3.13,2024-07-25
william67564,Facebook,Video,Fashion,UK,Micro,71510,21113,4037,4408,471.0,67.0,0,5.09,2023-08-17
julia85571,Twitter,Reel,Travel,USA,Micro,85108,32695,982,5805,613.0,,0,7.04,2023-02-06
qgardner340,Facebook,Video,Food,Mexico,Mega,6110305,22438,3747,355158,27074.0,19825.0,0,4.71,2024-04-10
cbarber561,Facebook,Story,Sports,Australia,Macro,480941,243,1826,11625,365.0,734.0,0,2.14,2023-10-26
crawfordbrittney221,Facebook,Carousel,Food,India,Macro,616342,16765,886,1643,150.0,99.0,0,0.34,2024-02-07
jade505,Twitter,Image,Beauty,USA,Macro,148759,30075,3700,1606,166.0,82.0,0,0.86,2024-05-25
cory52621,Facebook,Live,Fashion,Canada,Mega,9102253,11480,4749,358584,35180.0,26432.0,0,3.14,2024-09-06
htaylor864,TikTok,Story,Gaming,Japan,Mega,5164755,9155,1102,4463,519.0,347.0,37641,0.1,2023-11-03
ygonzalez576,Facebook,Carousel,Music,Brazil,Nano,5760,4227,1466,402,45.0,7.0,0,6.29,2023-12-27
normasmith274,Twitter,Story,Sports,Japan,Micro,79979,7077,4292,1798,,119.0,0,2.58,2023-07-24
stephenbenson761,YouTube,Carousel,Fitness,UK,Macro,824141,6816,3717,10129,409.0,484.0,73984,1.05,2023-08-18
lmayer56,Facebook,Reel,Travel,Canada,Macro,937625,25498,3135,33220,2966.0,441.0,0,3.17,2024-07-19
gregorychen302,Instagram,Live,Fitness,Brazil,Micro,68073,49586,3022,864,96.0,51.0,0,1.06,2023-07-18
tracey68727,Twitter,Image,Food,,Mega,9620919,8624,2174,7423,178.0,219.0,0,0.1,2024-04-22
woodanthony534,YouTube,Video,Tech,France,Micro,91968,4876,2943,6195,533.0,274.0,61157,6.3,2023-07-08
hernandezjustin487,Instagram,Story,Tech,Japan,Micro,62876,21796,2728,71,2.0,1.0,0,0.15,2024-06-27
leepaul396,Facebook,Live,Fashion,USA,Micro,68414,2713,2007,3990,336.0,296.0,0,6.91,2023-04-27
vcooper547,TikTok,Story,Fitness,India,Mega,7290752,21092,1587,7353,521.0,324.0,48215,0.1,2024-07-04
cassandrabutler25,Instagram,Live,Food,Brazil,Micro,37941,28623,4415,2044,127.0,35.0,0,4.42,2023-06-07
ebradshaw18,Twitter,Live,Beauty,India,Nano,1889,629,1874,112,5.0,1.0,0,7.36,2023-11-20
josekim622,Twitter,Live,Food,Canada,Nano,2036,832,604,209,16.0,12.0,0,8.93,2023-11-05
millschristy383,Instagram,Carousel,Education,Japan,Micro,96602,35864,3213,1554,55.0,39.0,0,2.24,2024-10-25
deborahnovak423,Instagram,Story,Music,UK,Nano,1082,412,707,42,2.0,2.0,0,3.8,2023-08-05
tonya55257,Facebook,Image,Tech,UK,Nano,5140,4596,455,161,6.0,10.0,0,3.85,2023-03-10
nwhite711,Instagram,Image,Sports,Australia,Mega,6991787,12781,581,5432,464.0,92.0,0,0.1,2023-11-10
twagner696,Facebook,Image,Sports,Mexico,Micro,51462,46774,1824,2093,77.0,66.0,0,3.19,2023-05-18
daniel3679,TikTok,Reel,Education,Australia,Micro,50038,9275,2308,3068,94.0,169.0,12221,6.18,2024-10-03
arthursanchez375,Instagram,Video,Music,India,Macro,707021,17179,4528,19203,1517.0,1410.0,0,2.88,2023-06-02
kylepatel972,Twitter,Image,Sports,Germany,Nano,9210,2817,1966,363,21.0,16.0,0,3.92,2024-08-02
kaitlynmorris398,Facebook,Live,Tech,Australia,Mega,1678132,15436,3036,16182,1112.0,233.0,0,1.16,2024-01-05
pateltonya388,Twitter,Reel,Fashion,India,Mega,6437011,48721,2250,102015,11919.0,5544.0,0,2.08,2024-10-31
alvarezkevin527,TikTok,Story,Food,Canada,Nano,4651,154,3959,149,8.0,10.0,1317,3.19,2023-03-20
mcintoshdavid250,TikTok,Image,Tech,UK,Nano,2938,2062,3932,184,11.0,6.0,802,5.74,2023-01-23
cheryljenkins20,Instagram,Image,Sports,Mexico,Nano,9399,3049,2125,159,12.0,2.0,0,2.35,2024-10-14
ryan29945,TikTok,Video,Travel,Australia,Micro,71789,12019,4783,8025,297.0,546.0,81935,9.16,2023-12-17
gloria79924,Twitter,Story,Sports,USA,Nano,7315,5706,4141,5,0.0,0.0,0,0.1,2024-05-02
haleyswanson431,Facebook,Story,Fashion,Canada,Micro,25403,139,4427,282,24.0,20.0,0,1.47,2024-06-18
charlesryan291,TikTok,Video,Music,Japan,Nano,8899,1700,4729,1076,62.0,55.0,12800,10.31,2023-03-27
thompsontonya668,Facebook,Story,Gaming,Germany,Nano,1116,804,1692,32,1.0,0.0,0,2.74,2024-03-12
morenojoshua569,Facebook,Carousel,Fitness,Canada,Micro,57925,27181,1678,1984,236.0,75.0,0,3.21,2024-07-26
kaitlin08411,Twitter,Carousel,Fitness,Mexico,Micro,62183,29368,1892,2633,277.0,147.0,0,3.71,2024-06-04
lewislori954,TikTok,Story,Sports,India,Nano,1086,165,732,23,2.0,0.0,234,1.81,2024-01-29
acevedomartin293,Twitter,Story,Music,Germany,Macro,726495,28868,4059,1013,,22.0,0,0.19,2024-06-14
baileymunoz416,YouTube,Video,Sports,Canada,Micro,40365,5791,1299,3288,287.0,115.0,35708,7.62,2024-02-09
marilynalexander987,Facebook,Image,Music,India,Macro,171950,38303,4590,4024,301.0,244.0,0,1.87,2024-09-12
connerevelyn257,YouTube,Reel,Gaming,Mexico,Nano,3867,3388,968,285,8.0,4.0,1861,7.81,2024-08-11
millerjulie694,Twitter,Reel,Sports,Australia,Macro,894268,1892,4817,34915,3406.0,2015.0,0,4.32,2023-08-14
spearsdeborah916,YouTube,Carousel,Gaming,France,Micro,11274,1345,2811,546,25.0,16.0,4251,4.33,2023-08-12
david83123,Facebook,Carousel,Tech,Brazil,Micro,36170,13388,1887,1502,66.0,42.0,0,4.94,2023-04-20
collinsmelody503,Instagram,Live,Education,Mexico,Nano,9871,8166,2593,1001,104.0,36.0,0,7.96,2023-10-09
olsendonna716,YouTube,Story,Fitness,Japan,Nano,3101,1522,4126,32,3.0,1.0,303,1.41,2023-05-04
tgonzalez352,Facebook,Reel,Beauty,India,Nano,4452,1633,2137,329,9.0,11.0,0,7.97,2024-09-19
terrencemartin569,TikTok,Image,Education,Japan,Nano,7099,5719,4727,309,18.0,12.0,3045,4.74,2023-08-30
greenlisa805,Twitter,Reel,Travel,UK,Macro,874417,8912,4102,27414,2756.0,613.0,0,3.97,2023-11-20
kellyrachel370,Twitter,Carousel,Fitness,Canada,Macro,150026,31330,2093,3000,267.0,42.0,0,2.13,2023-09-24
ythompson333,TikTok,Story,Music,Germany,Micro,63970,42689,4727,884,94.0,68.0,4762,1.79,2023-12-30
jasonyoung82,Facebook,Reel,Education,USA,Micro,47555,27744,2773,3475,401.0,245.0,0,7.47,2023-03-15
zscott129,YouTube,Carousel,Travel,France,Micro,48188,38564,2985,1763,141.0,66.0,24069,3.25,2023-01-24
mcintoshjeffrey633,YouTube,Live,Fitness,USA,Nano,7505,6415,225,449,11.0,32.0,4301,7.86,2023-09-26
sperkins999,YouTube,Video,Gaming,Germany,Nano,5655,5535,297,511,16.0,23.0,2579,9.36,2024-04-23
donaldmarshall494,Facebook,Carousel,Music,Australia,Nano,9835,7226,4630,436,34.0,23.0,0,5.5,2023-12-22
kristen27970,Facebook,Image,Food,Australia,Micro,64028,22636,1126,2170,109.0,21.0,0,3.96,2024-05-18
jenniferlang400,Twitter,Carousel,Fashion,Japan,Macro,726003,36836,3382,19180,397.0,693.0,0,3.15,2024-10-23
sgregory874,Twitter,Image,Fitness,USA,Micro,41399,18756,2237,1513,151.0,80.0,0,3.62,2023-07-12
kevindaniel996,Instagram,Image,Tech,Germany,Nano,8460,5353,1548,490,,26.0,0,5.41,2023-07-10
kaitlincook475,Instagram,Carousel,Fitness,UK,Macro,862427,22507,1789,13313,386.0,146.0,0,2.19,2024-01-16
ochoastephanie395,Instagram,Carousel,Food,UK,Nano,7429,6794,2058,363,24.0,,0,6.58,2023-09-12
jonathan70534,Twitter,Image,Fashion,Brazil,Micro,22315,10686,2566,512,60.0,22.0,0,2.27,2024-07-16
angelarodriguez809,Instagram,Carousel,Education,Germany,Nano,1853,764,3566,138,,2.0,0,6.15,2024-02-10
isaac7762,YouTube,Video,Fashion,Mexico,Macro,598357,6090,4105,22910,813.0,1465.0,137108,3.44,2024-10-02
amanda01257,Instagram,Carousel,Tech,Canada,Macro,231939,28851,2855,5249,271.0,,0,2.28,2023-05-18
martinwilson71,Instagram,Reel,Education,Canada,Nano,9029,4610,3847,687,26.0,23.0,0,9.35,2023-06-14
wallen245,Facebook,Image,Education,Germany,Macro,667915,48180,3115,2827,56.0,,0,0.46,2024-09-27
snguyen45,TikTok,Live,Food,Canada,Macro,299092,26956,2652,15807,1102.0,768.0,163704,5.21,2023-03-10
cherrynancy736,YouTube,Image,Fashion,Brazil,Nano,4139,2655,4317,82,6.0,5.0,893,2.63,2024-09-12
jacob6542,Instagram,Video,Travel,Australia,Mega,2341452,24287,3417,16076,1348.0,566.0,0,0.7,2024-06-25
dbeard768,Instagram,Carousel,Food,Brazil,Mega,2629390,34584,1592,53807,2319.0,1989.0,0,2.69,2024-07-25
longlauren454,Facebook,Reel,Food,Mexico,Micro,70125,36142,1487,5418,339.0,93.0,0,6.89,2024-09-06
smithnicole369,TikTok,Carousel,Music,France,Macro,532373,35858,4623,17947,1131.0,1091.0,184871,2.91,2023-09-18
jeremywheeler791,Twitter,Reel,Gaming,India,Macro,398301,530,2482,16805,1205.0,1336.0,0,3.99,2023-01-23
nicolearias410,TikTok,Story,Music,Canada,Micro,84922,38252,3017,1104,26.0,38.0,5145,1.64,2024-08-07
dilloncollins81,Facebook,Image,Food,France,Macro,281301,39109,791,1005,110.0,59.0,0,0.36,2024-01-26
austin8443,Instagram,Carousel,Beauty,Japan,Micro,25799,474,4944,1276,54.0,71.0,0,4.05,2024-06-20
christopher06152,TikTok,Story,Sports,UK,Micro,38940,37799,4885,259,22.0,20.0,3794,0.84,2024-02-08
chavezshelley586,YouTube,Carousel,Food,Australia,Micro,16463,12585,1078,868,40.0,32.0,7129,5.13,2024-10-29
zschneider672,YouTube,Story,Sports,Canada,Nano,2173,1794,931,41,2.0,2.0,406,2.22,2024-08-31
rossbarbara116,Instagram,Carousel,Tech,France,Micro,67961,13186,1922,2167,138.0,161.0,0,2.97,2023-03-29
yclark209,Instagram,Image,Sports,UK,Macro,959972,29595,2509,8795,477.0,583.0,0,1.05,2023-08-05
fisheramanda278,Facebook,Story,Fitness,Canada,Micro,28526,1524,4325,685,59.0,24.0,0,2.15,2024-09-24
jonesjames521,Instagram,Reel,Fashion,USA,Micro,45561,1350,893,2630,292.0,92.0,0,5.26,2024-01-25
williamsanchez763,Instagram,Carousel,Education,Mexico,Micro,34434,2705,186,837,97.0,41.0,0,2.97,2024-02-07
omorris972,YouTube,Video,Beauty,France,Micro,49626,25473,2120,2878,339.0,129.0,36673,6.89,2024-07-22
nicholasmalone338,TikTok,Image,Tech,France,Macro,788842,27450,1873,10676,992.0,495.0,118887,1.73,2024-09-11
higginsstephanie672,Twitter,Story,Tech,Brazil,Micro,86156,45223,2541,918,91.0,64.0,0,1.04,2023-05-29
susanrodriguez454,Facebook,Image,Beauty,USA,Micro,25517,25181,251,428,44.0,8.0,0,2.07,2023-11-07
jbennett138,TikTok,Image,Travel,USA,Nano,1429,1321,1901,68,5.0,1.0,666,4.12,2024-05-03
singletonandrea228,Facebook,Story,Education,France,Nano,7348,3447,274,48,1.0,,0,0.66,2024-02-27
bgentry738,YouTube,Image,Food,UK,Mega,8369982,28120,2031,10213,704.0,334.0,86713,0.1,2024-01-25
gregorygilbert572,TikTok,Reel,Sports,Mexico,Micro,78843,2879,3752,4345,392.0,55.0,18734,5.08,2023-02-10
imorales475,Twitter,Story,Fashion,Brazil,Nano,7521,3560,1373,198,19.0,5.0,0,2.14,2023-05-26
vmcknight93,Twitter,Video,Music,USA,Nano,9952,7533,1475,775,47.0,32.0,0,9.97,2024-04-10
james85580,TikTok,Carousel,Tech,USA,Nano,8362,2719,4201,680,19.0,40.0,7971,7.53,2023-12-10
marcojohnson13,YouTube,Image,Tech,,Macro,153802,7804,1490,3615,184.0,230.0,30203,2.47,2023-09-17
lgregory904,Twitter,Reel,Education,Canada,Macro,737517,29836,3907,27659,1211.0,1416.0,0,3.05,2023-09-08
georgejuan340,Facebook,Carousel,Sports,Canada,Macro,317723,9627,310,4959,172.0,276.0,0,2.14,2023-11-02
qshields369,Instagram,Video,Food,Japan,Mega,3706755,37605,4883,39259,3184.0,2292.0,0,0.96,2024-08-15
curtisnancy540,Instagram,Video,Fitness,France,Micro,59668,19291,541,4680,448.0,323.0,0,6.58,2023-12-04
patriciagutierrez438,Twitter,Story,Travel,Brazil,Micro,24326,15948,728,329,38.0,15.0,0,1.3,2023-10-22
randydonaldson239,Facebook,Carousel,Fitness,Canada,Micro,91689,47887,4267,3638,119.0,179.0,0,4.35,2024-09-16
emilyray207,TikTok,Image,Fashion,USA,Nano,2932,1467,382,95,3.0,5.0,757,2.85,2024-10-17
sanchezmary945,TikTok,Carousel,Food,Germany,Micro,82088,40469,4670,3362,69.0,195.0,23857,4.58,2023-12-13
mmurray743,Twitter,Reel,Fashion,UK,Micro,92208,27228,3798,7004,746.0,509.0,0,7.78,2024-08-01
mark04585,TikTok,Story,Music,India,Nano,6434,355,2307,172,18.0,5.0,2517,2.27,2023-06-19
darleneallen222,Facebook,Reel,Tech,Mexico,Nano,6050,811,3400,619,31.0,7.0,0,9.12,2023-11-06
thompsondeborah751,Facebook,Carousel,Tech,USA,Micro,14901,13191,214,832,92.0,34.0,0,4.79,2024-05-10
alexis41119,Facebook,Carousel,Beauty,UK,Macro,203024,13547,1097,4070,463.0,233.0,0,1.68,2024-06-18
jasminemclean206,Instagram,Carousel,Fashion,Mexico,Macro,449479,1573,2569,10705,263.0,497.0,0,2.43,2023-11-25
lydiamiller145,YouTube,Carousel,Fitness,Canada,Micro,67817,33789,4594,2976,140.0,62.0,13015,3.98,2023-10-05
kellymccarthy913,TikTok,Story,Travel,UK,Nano,6549,967,423,169,4.0,2.0,2338,2.52,2024-09-02
devinpeterson96,Facebook,Live,Education,Mexico,Micro,53559,5247,4380,2563,233.0,145.0,0,4.02,2023-05-15
laura30465,Twitter,Video,Education,Germany,Micro,71000,23919,2123,4624,530.0,92.0,0,6.63,2023-11-29
kellyrojas334,Twitter,Video,Food,Australia,Nano,8842,2187,4961,880,32.0,56.0,0,10.2,2023-04-20
barnescharles442,Facebook,Live,Food,Germany,Micro,62535,31712,1312,4410,193.0,119.0,0,6.69,2024-08-28
nancy49100,Twitter,Story,Beauty,Canada,Micro,32686,27518,4713,1004,27.0,75.0,0,2.8,2024-07-22
lisa16909,Twitter,Image,Fitness,Japan,Nano,2781,2124,2692,198,15.0,13.0,0,6.42,2023-05-23
wernerlouis312,Facebook,Live,Fashion,UK,Micro,69372,13578,1612,2848,168.0,143.0,0,4.03,2024-11-26
jenniferwilson841,Twitter,Live,Beauty,USA,Micro,90149,4190,2419,6987,422.0,132.0,0,6.0,2024-07-27
dominguezjeremy861,TikTok,Video,Fitness,India,Nano,7459,5527,1740,787,71.0,30.0,6470,9.82,2024-01-04
jessicagrant916,Twitter,Image,Fitness,UK,Nano,2175,656,3587,153,5.0,11.0,0,6.47,2024-04-11
halljasmine730,Facebook,Reel,Sports,UK,Micro,65590,27937,1532,3361,218.0,117.0,0,4.97,2023-08-31
anthony36880,Facebook,Carousel,Gaming,Canada,Micro,14385,9607,937,546,41.0,32.0,0,2.95,2024-06-23
frankpetersen926,TikTok,Reel,Music,USA,Micro,89963,44931,649,3536,237.0,218.0,51360,5.22,2023-02-24
katrina63745,TikTok,Story,Fashion,Australia,Micro,71503,19053,2423,74,3.0,2.0,1090,0.1,2023-11-08
hudsonaaron259,Facebook,Carousel,Fashion,Australia,Micro,85085,18896,233,2071,246.0,137.0,0,3.33,2023-10-12
gouldbrenda186,YouTube,Story,Fitness,Germany,Macro,114892,24333,3668,131,10.0,9.0,1554,0.1,2024-05-11
gmonroe752,Facebook,Video,Beauty,USA,Mega,3586212,15694,3148,100916,9614.0,3926.0,0,2.34,2024-08-14
kchandler544,TikTok,Video,Fitness,USA,Nano,8602,3928,4372,808,40.0,50.0,9719,10.01,2023-05-29
andrew77879,Twitter,Video,Fitness,Australia,Micro,51377,41874,4362,5806,512.0,74.0,0,8.85,2024-10-29
harmonlori561,TikTok,Carousel,Fitness,Germany,Macro,367747,12874,4832,13259,783.0,850.0,158963,3.3,2023-11-17
zcoleman673,Instagram,Live,Fashion,USA,Nano,2600,1131,2330,171,15.0,,0,6.51,2024-08-31
ryanpollard655,YouTube,Story,Food,USA,Nano,3128,554,1523,38,3.0,2.0,480,1.32,2023-03-19
edgar00951,Twitter,Carousel,Gaming,France,Nano,2212,1157,502,121,3.0,4.0,0,6.35,2024-05-18
bakermary796,YouTube,Story,Gaming,UK,Micro,24212,23542,3627,19,1.0,0.0,203,0.1,2023-09-14
haasbrandon490,Twitter,Video,Education,UK,Micro,10113,6511,2711,1121,96.0,32.0,0,8.8,2024-05-17
morganjohnson57,Twitter,Reel,Food,Canada,Nano,7298,4485,4656,934,95.0,40.0,0,10.06,2024-02-15
michaelwilson918,Instagram,Carousel,Music,France,Nano,8530,744,4552,512,25.0,12.0,0,5.2,2024-02-04
dshea512,Instagram,Live,Beauty,Australia,Nano,8175,2053,4867,479,16.0,11.0,0,5.14,2023-11-12
johnny34239,Facebook,Reel,Fashion,India,Micro,54265,30139,4295,4810,116.0,87.0,0,7.56,2024-08-16
smithbeth468,Instagram,Video,Tech,Australia,Micro,71763,1041,1079,5768,472.0,155.0,0,6.46,2023-04-10
gonzalezadrian412,Facebook,Image,Sports,USA,Macro,211496,13380,526,4762,378.0,252.0,0,2.93,2024-11-25
bhorne948,TikTok,Video,Sports,Canada,Nano,4493,3500,1167,400,31.0,13.0,1779,7.69,2023-09-07
peterbuchanan608,Facebook,Video,Tech,USA,Macro,762904,5390,3999,23453,,260.0,0,2.88,2024-10-29
eric90847,TikTok,Reel,Education,UK,Nano,5439,4984,318,476,29.0,36.0,4915,8.65,2024-10-04
angelawilliams55,TikTok,Carousel,Gaming,India,Micro,35153,33362,4431,1088,79.0,18.0,7988,4.02,2023-10-11
hpearson107,YouTube,Video,Tech,Australia,Micro,30940,8337,3570,2066,50.0,113.0,13265,6.06,2023-02-14
gina11236,Instagram,Story,Tech,UK,Macro,608623,38943,3653,10132,274.0,268.0,0,1.65,2023-11-30
kimberly89466,Instagram,Carousel,Travel,USA,Nano,7759,4893,3868,424,24.0,10.0,0,4.48,2024-09-16
perezmorgan176,YouTube,Reel,Beauty,UK,Micro,35448,4009,4668,2207,259.0,53.0,9990,5.77,2024-03-04
jonesalexis286,TikTok,Image,Fitness,Mexico,Nano,3784,2103,4284,157,11.0,4.0,1246,3.98,2024-04-18
annfuentes482,Instagram,Live,Gaming,Brazil,Nano,8114,7585,1230,664,72.0,,0,7.82,2023-02-11
christopher08245,Facebook,Video,Gaming,Canada,Micro,22844,22813,111,1653,72.0,81.0,0,7.45,2023-10-30
garciarobin642,Instagram,Video,Education,Germany,Nano,8524,7698,3736,854,80.0,9.0,0,8.25,2024-01-15
timtyler754,Twitter,Live,Fashion,USA,Micro,53634,37798,4453,1698,84.0,106.0,0,3.11,2023-12-10
ayaladavid245,Instagram,Story,Beauty,India,Nano,6989,5874,4587,268,6.0,9.0,0,3.93,2023-12-09
clarkelizabeth354,Facebook,Video,Education,Mexico,Macro,836984,17621,2899,27649,2612.0,712.0,0,4.0,2024-01-17
marywalker193,Twitter,Reel,Music,Canada,Macro,593002,29720,2404,15623,1372.0,738.0,0,2.34,2023-03-09
blankenshipdavid24,Twitter,Video,Food,Japan,Macro,402380,45783,927,28010,775.0,603.0,0,5.46,2024-10-04
yvonnehunt806,TikTok,Reel,Music,UK,Micro,65067,34153,1913,3822,322.0,116.0,14353,6.08,2024-10-23
gutierrezchristine152,TikTok,Reel,Sports,Canada,Macro,566885,14962,2139,25751,1975.0,1876.0,171963,4.66,2023-02-18
eadams452,TikTok,Carousel,Education,UK,Micro,31075,5383,1267,1414,68.0,110.0,18483,4.04,2023-05-10
nortonjeremiah787,TikTok,Carousel,Tech,Brazil,Micro,14546,8843,1341,1028,121.0,20.0,8615,6.43,2024-05-26
bridgeswalter347,YouTube,Reel,Beauty,UK,Nano,9948,9499,2384,1374,72.0,81.0,11935,10.75,2024-03-28
doris09540,Instagram,Live,Education,India,Nano,2914,1563,3663,177,10.0,12.0,0,6.9,2024-08-20
luis03370,YouTube,Carousel,Travel,India,Nano,8298,5306,4027,636,73.0,49.0,4918,6.93,2024-11-13
kimberly11823,Twitter,Image,Gaming,France,Micro,11597,1535,4605,344,18.0,26.0,0,3.41,2024-03-01
larrywilliams956,Twitter,Carousel,Tech,Japan,Macro,534313,19972,1712,15912,1252.0,254.0,0,3.8,2023-03-09
jgonzalez843,Facebook,Reel,Food,India,Micro,45825,13158,1131,2078,157.0,124.0,0,4.78,2023-02-13
stephenhernandez929,TikTok,Story,Fitness,Australia,Micro,70745,8238,3881,1458,144.0,30.0,9625,2.47,2024-05-18
amandamurphy18,YouTube,Video,Food,Germany,Micro,18745,15698,2122,1562,87.0,68.0,12859,7.87,2024-08-12
cdixon527,TikTok,Image,Sports,India,Nano,8553,5932,3446,181,6.0,3.0,1135,1.73,2023-03-20
toddtim361,YouTube,Live,Tech,USA,Micro,31906,8995,2476,1155,123.0,78.0,12958,3.53,2024-08-16
mboone867,YouTube,Video,Tech,Canada,Nano,8944,3722,4133,605,67.0,12.0,3396,7.15,2024-06-22
lisa20536,Facebook,Live,Music,USA,Micro,20013,10309,2862,713,23.0,7.0,0,4.63,2024-09-03
andrewfitzgerald80,TikTok,Image,Fitness,India,Macro,224357,13852,1036,4300,454.0,85.0,24591,2.3,2023-04-25
patrick73802,Instagram,Reel,Gaming,,Nano,1537,618,984,188,13.0,2.0,0,10.44,2023-04-09
wilcoxlori248,Instagram,Story,Travel,Mexico,Mega,4100124,38094,2282,28474,652.0,574.0,0,0.63,2024-09-19
ahodge947,Facebook,Story,Food,USA,Macro,900319,11357,2318,18176,757.0,425.0,0,2.85,2023-04-12
vgutierrez127,YouTube,Story,Education,France,Micro,34264,27893,3119,33,3.0,0.0,239,0.1,2023-11-18
amanda25704,Twitter,Video,Music,UK,Micro,57349,32455,2697,2936,222.0,37.0,0,4.56,2023-11-16
johnnystevenson689,Twitter,Image,Music,Japan,Nano,8011,7792,3906,245,6.0,16.0,0,3.77,2024-05-18
matthew23865,Instagram,Reel,Education,Canada,Micro,21141,5628,843,1043,62.0,61.0,0,6.4,2024-09-01
barbervincent524,Twitter,Video,Travel,Japan,Macro,392047,23437,3288,16174,1562.0,833.0,0,3.56,2024-05-11
vbeck696,TikTok,Image,Education,USA,Nano,9017,1217,442,122,10.0,,511,1.36,2024-09-11
robincook560,TikTok,Image,Fitness,Mexico,Micro,20029,16415,2414,555,39.0,24.0,4768,2.53,2024-07-07
jonesbrandy504,Instagram,Video,Gaming,USA,Micro,51229,36581,1458,3122,200.0,39.0,0,5.03,2023-06-18
frankhaynes401,Twitter,Image,Fitness,Japan,Micro,24336,18850,4428,871,60.0,42.0,0,3.44,2023-02-27
brookepacheco350,TikTok,Reel,Sports,Japan,Micro,56237,24113,1060,4161,201.0,59.0,41966,6.38,2024-10-02
pittmanlucas346,Twitter,Video,Gaming,France,Mega,7911031,38932,2566,74212,6391.0,2028.0,0,1.03,2023-04-28
john83101,YouTube,Video,Music,France,Nano,7921,282,4826,740,81.0,21.0,8400,8.98,2024-08-09
michael66220,Twitter,Video,Travel,France,Micro,97475,13322,3581,4695,382.0,166.0,0,5.33,2024-07-02
raymond51487,TikTok,Carousel,Fashion,Germany,Mega,7744899,6308,4746,111756,9215.0,8611.0,1297764,1.22,2024-06-27
smithleah782,Twitter,Image,Beauty,USA,Micro,49563,13212,2576,1883,94.0,106.0,0,3.79,2024-11-18
haysdouglas958,Facebook,Image,Fashion,Canada,Macro,704864,17659,3838,1831,157.0,123.0,0,0.26,2024-03-20
anthony26209,Facebook,Live,Fashion,Canada,Nano,8577,7233,2469,527,18.0,30.0,0,7.8,2024-10-11
espinozakatherine928,Twitter,Carousel,Fitness,UK,Nano,4868,2643,2021,235,7.0,5.0,0,5.12,2024-10-24
royduffy617,Instagram,Image,Tech,Germany,Nano,5233,4080,355,177,8.0,8.0,0,2.89,2023-11-18
