username,platform,content_type,category,country,influencer_tier,followers,following,posts,avg_likes,avg_comments,avg_shares,avg_views,engagement_rate,date_joined,engagement_quality,follower_category
glenn05270,Instagram,Carousel,Gaming,Australia,Micro,96643,25098,3049,2805,236,104,0,3.38,2024-04-21,High,Micro
joshuasanchez989,YouTube,Carousel,Sports,India,Nano,2584,1031,4841,113,6,5,1655,5.86,2024-03-04,High,Nano
bturner151,Facebook,Live,Education,Mexico,Macro,599397,33005,294,28882,1717,2015,0,5.48,2024-09-27,High,Macro
hmeyer328,Instagram,Reel,Tech,UK,Mega,4233407,13332,3576,3283,204,259,0,0.1,2023-09-22,Low,Mega
jamiehoffman154,Instagram,Video,Gaming,Canada,Micro,52746,46002,111,4751,341,352,0,7.42,2024-02-29,Viral,Micro
imalone624,YouTube,Story,Sports,Mexico,Macro,205071,22635,4397,257,19,4,1653,0.1,2024-08-08,Low,Macro
briancantu21,Twitter,Video,Tech,Germany,Micro,91034,45353,2725,5847,522,74,0,6.03,2024-01-17,Viral,Micro
richard08453,TikTok,Carousel,Fitness,Germany,Macro,999924,21128,3639,38781,1156,2746,178882,3.47,2023-07-12,High,Macro
eileen65198,YouTube,Reel,Education,Canada,Macro,960899,8989,3314,23407,2320,341,269527,3.32,2023-06-27,High,Macro
lauren54984,YouTube,Video,Travel,India,Micro,57235,44741,1024,3412,0,230,30917,5.31,2023-07-01,High,Micro
jasmine26663,Twitter,Story,Music,France,Micro,43903,3353,3176,398,35,11,0,0.79,2023-08-15,Low,Micro
stevensjames825,YouTube,Live,Travel,Germany,Micro,77276,42526,1093,3174,311,202,9860,5.77,2024-09-14,High,Micro
kristin23575,TikTok,Live,Fitness,Japan,Macro,992952,38404,3263,16431,742,701,182817,1.82,2024-01-19,Medium,Macro
jeremy17154,Facebook,Story,Fitness,Germany,Micro,73142,17214,2278,1031,122,56,0,1.91,2023-07-12,Medium,Micro
pparks726,Facebook,Image,Fashion,Mexico,Micro,51888,17101,2431,1547,142,86,0,2.69,2024-08-20,Medium,Micro
timothy11301,Facebook,Image,Beauty,Brazil,Micro,93665,19773,4165,2039,225,116,0,1.86,2023-07-05,Medium,Micro
pmorales431,Instagram,Reel,Tech,Germany,Macro,686187,42989,2759,46156,1768,2657,0,5.81,2023-11-11,High,Macro
candacerodriguez543,TikTok,Carousel,Fitness,Mexico,Nano,2929,2034,593,187,19,9,2680,6.52,2024-01-26,Viral,Nano
schneiderjeffrey647,TikTok,Reel,Fashion,UK,Nano,4281,2691,1183,240,28,17,3561,6.21,2023-12-07,Viral,Nano
tyoung393,YouTube,Carousel,Fashion,India,Micro,37444,8580,731,1810,66,114,16063,4.18,2024-05-03,High,Micro
wallacelisa320,Instagram,Video,Music,Brazil,Macro,114760,44451,156,3983,0,187,0,2.81,2023-12-19,Medium,Macro
loganbryant351,YouTube,Video,Gaming,Canada,Micro,31891,19641,4272,1796,44,137,15214,7.62,2023-05-18,Viral,Micro
mark64812,Twitter,Carousel,Travel,UK,Mega,7767788,48208,1740,18790,0,1483,0,0.34,2024-10-28,Low,Mega
caroline24259,Instagram,Reel,Fitness,Canada,Micro,87846,3261,171,6607,569,368,0,5.8,2024-07-14,High,Micro
cbrown524,Twitter,Live,Tech,Brazil,Micro,92616,17793,4272,3633,225,62,0,5.56,2023-04-18,High,Micro
kristin36509,Facebook,Video,Fitness,USA,Macro,621917,13316,4295,23639,944,671,0,4.64,2024-07-15,High,Macro
jeremy12660,YouTube,Live,Education,France,Nano,1208,284,1231,76,8,5,838,5.76,2023-09-20,High,Nano
christophergardner10,YouTube,Reel,Fitness,Germany,Micro,23082,14059,2571,1519,163,105,11122,5.54,2023-02-16,High,Micro
reynoldsshawn707,YouTube,Live,Tech,France,Micro,67372,12084,2817,3756,175,230,28062,4.38,2024-01-30,High,Micro
davidpineda798,Twitter,Reel,Tech,USA,Nano,1960,1088,4849,198,20,3,0,7.86,2024-01-24,Viral,Nano
jennifer96742,TikTok,Story,Fashion,UK,Micro,73979,910,2584,2141,130,28,13144,3.77,2024-08-13,High,Micro
iduke914,Facebook,Image,Beauty,Canada,Micro,91033,43596,2842,2157,185,59,0,3.13,2024-07-25,High,Micro
william67564,Facebook,Video,Fashion,UK,Micro,71510,21113,4037,4408,471,67,0,5.09,2023-08-17,High,Micro
julia85571,Twitter,Reel,Travel,USA,Micro,85108,32695,982,5805,613,0,0,7.04,2023-02-06,Viral,Micro
qgardner340,Facebook,Video,Food,Mexico,Mega,6110305,22438,3747,355158,27074,19825,0,4.71,2024-04-10,High,Mega
cbarber561,Facebook,Story,Sports,Australia,Macro,480941,243,1826,11625,365,734,0,2.14,2023-10-26,Medium,Macro
crawfordbrittney221,Facebook,Carousel,Food,India,Macro,616342,16765,886,1643,150,99,0,0.34,2024-02-07,Low,Macro
jade505,Twitter,Image,Beauty,USA,Macro,148759,30075,3700,1606,166,82,0,0.86,2024-05-25,Low,Macro
cory52621,Facebook,Live,Fashion,Canada,Mega,9102253,11480,4749,358584,35180,26432,0,3.14,2024-09-06,High,Mega
htaylor864,TikTok,Story,Gaming,Japan,Mega,5164755,9155,1102,4463,519,347,37641,0.1,2023-11-03,Low,Mega
ygonzalez576,Facebook,Carousel,Music,Brazil,Nano,5760,4227,1466,402,45,7,0,6.29,2023-12-27,Viral,Nano
normasmith274,Twitter,Story,Sports,Japan,Micro,79979,7077,4292,1798,0,119,0,2.58,2023-07-24,Medium,Micro
stephenbenson761,YouTube,Carousel,Fitness,UK,Macro,824141,6816,3717,10129,409,484,73984,1.05,2023-08-18,Medium,Macro
lmayer56,Facebook,Reel,Travel,Canada,Macro,937625,25498,3135,33220,2966,441,0,3.17,2024-07-19,High,Macro
gregorychen302,Instagram,Live,Fitness,Brazil,Micro,68073,49586,3022,864,96,51,0,1.06,2023-07-18,Medium,Micro
tracey68727,Twitter,Image,Food,,Mega,9620919,8624,2174,7423,178,219,0,0.1,2024-04-22,Low,Mega
woodanthony534,YouTube,Video,Tech,France,Micro,91968,4876,2943,6195,533,274,61157,6.3,2023-07-08,Viral,Micro
hernandezjustin487,Instagram,Story,Tech,Japan,Micro,62876,21796,2728,71,2,1,0,0.15,2024-06-27,Low,Micro
leepaul396,Facebook,Live,Fashion,USA,Micro,68414,2713,2007,3990,336,296,0,6.91,2023-04-27,Viral,Micro
vcooper547,TikTok,Story,Fitness,India,Mega,7290752,21092,1587,7353,521,324,48215,0.1,2024-07-04,Low,Mega
cassandrabutler25,Instagram,Live,Food,Brazil,Micro,37941,28623,4415,2044,127,35,0,4.42,2023-06-07,High,Micro
ebradshaw18,Twitter,Live,Beauty,India,Nano,1889,629,1874,112,5,1,0,7.36,2023-11-20,Viral,Nano
josekim622,Twitter,Live,Food,Canada,Nano,2036,832,604,209,16,12,0,8.93,2023-11-05,Viral,Nano
millschristy383,Instagram,Carousel,Education,Japan,Micro,96602,35864,3213,1554,55,39,0,2.24,2024-10-25,Medium,Micro
deborahnovak423,Instagram,Story,Music,UK,Nano,1082,412,707,42,2,2,0,3.8,2023-08-05,High,Nano
tonya55257,Facebook,Image,Tech,UK,Nano,5140,4596,455,161,6,10,0,3.85,2023-03-10,High,Nano
nwhite711,Instagram,Image,Sports,Australia,Mega,6991787,12781,581,5432,464,92,0,0.1,2023-11-10,Low,Mega
twagner696,Facebook,Image,Sports,Mexico,Micro,51462,46774,1824,2093,77,66,0,3.19,2023-05-18,High,Micro
daniel3679,TikTok,Reel,Education,Australia,Micro,50038,9275,2308,3068,94,169,12221,6.18,2024-10-03,Viral,Micro
arthursanchez375,Instagram,Video,Music,India,Macro,707021,17179,4528,19203,1517,1410,0,2.88,2023-06-02,Medium,Macro
kylepatel972,Twitter,Image,Sports,Germany,Nano,9210,2817,1966,363,21,16,0,3.92,2024-08-02,High,Nano
kaitlynmorris398,Facebook,Live,Tech,Australia,Mega,1678132,15436,3036,16182,1112,233,0,1.16,2024-01-05,Medium,Mega
pateltonya388,Twitter,Reel,Fashion,India,Mega,6437011,48721,2250,102015,11919,5544,0,2.08,2024-10-31,Medium,Mega
alvarezkevin527,TikTok,Story,Food,Canada,Nano,4651,154,3959,149,8,10,1317,3.19,2023-03-20,High,Nano
mcintoshdavid250,TikTok,Image,Tech,UK,Nano,2938,2062,3932,184,11,6,802,5.74,2023-01-23,High,Nano
cheryljenkins20,Instagram,Image,Sports,Mexico,Nano,9399,3049,2125,159,12,2,0,2.35,2024-10-14,Medium,Nano
ryan29945,TikTok,Video,Travel,Australia,Micro,71789,12019,4783,8025,297,546,81935,9.16,2023-12-17,Viral,Micro
gloria79924,Twitter,Story,Sports,USA,Nano,7315,5706,4141,5,0,0,0,0.1,2024-05-02,Low,Nano
haleyswanson431,Facebook,Story,Fashion,Canada,Micro,25403,139,4427,282,24,20,0,1.47,2024-06-18,Medium,Micro
charlesryan291,TikTok,Video,Music,Japan,Nano,8899,1700,4729,1076,62,55,12800,10.31,2023-03-27,Viral,Nano
thompsontonya668,Facebook,Story,Gaming,Germany,Nano,1116,804,1692,32,1,0,0,2.74,2024-03-12,Medium,Nano
morenojoshua569,Facebook,Carousel,Fitness,Canada,Micro,57925,27181,1678,1984,236,75,0,3.21,2024-07-26,High,Micro
kaitlin08411,Twitter,Carousel,Fitness,Mexico,Micro,62183,29368,1892,2633,277,147,0,3.71,2024-06-04,High,Micro
lewislori954,TikTok,Story,Sports,India,Nano,1086,165,732,23,2,0,234,1.81,2024-01-29,Medium,Nano
acevedomartin293,Twitter,Story,Music,Germany,Macro,726495,28868,4059,1013,0,22,0,0.19,2024-06-14,Low,Macro
baileymunoz416,YouTube,Video,Sports,Canada,Micro,40365,5791,1299,3288,287,115,35708,7.62,2024-02-09,Viral,Micro
marilynalexander987,Facebook,Image,Music,India,Macro,171950,38303,4590,4024,301,244,0,1.87,2024-09-12,Medium,Macro
connerevelyn257,YouTube,Reel,Gaming,Mexico,Nano,3867,3388,968,285,8,4,1861,7.81,2024-08-11,Viral,Nano
millerjulie694,Twitter,Reel,Sports,Australia,Macro,894268,1892,4817,34915,3406,2015,0,4.32,2023-08-14,High,Macro
spearsdeborah916,YouTube,Carousel,Gaming,France,Micro,11274,1345,2811,546,25,16,4251,4.33,2023-08-12,High,Micro
david83123,Facebook,Carousel,Tech,Brazil,Micro,36170,13388,1887,1502,66,42,0,4.94,2023-04-20,High,Micro
collinsmelody503,Instagram,Live,Education,Mexico,Nano,9871,8166,2593,1001,104,36,0,7.96,2023-10-09,Viral,Nano
olsendonna716,YouTube,Story,Fitness,Japan,Nano,3101,1522,4126,32,3,1,303,1.41,2023-05-04,Medium,Nano
tgonzalez352,Facebook,Reel,Beauty,India,Nano,4452,1633,2137,329,9,11,0,7.97,2024-09-19,Viral,Nano
terrencemartin569,TikTok,Image,Education,Japan,Nano,7099,5719,4727,309,18,12,3045,4.74,2023-08-30,High,Nano
greenlisa805,Twitter,Reel,Travel,UK,Macro,874417,8912,4102,27414,2756,613,0,3.97,2023-11-20,High,Macro
kellyrachel370,Twitter,Carousel,Fitness,Canada,Macro,150026,31330,2093,3000,267,42,0,2.13,2023-09-24,Medium,Macro
ythompson333,TikTok,Story,Music,Germany,Micro,63970,42689,4727,884,94,68,4762,1.79,2023-12-30,Medium,Micro
jasonyoung82,Facebook,Reel,Education,USA,Micro,47555,27744,2773,3475,401,245,0,7.47,2023-03-15,Viral,Micro
zscott129,YouTube,Carousel,Travel,France,Micro,48188,38564,2985,1763,141,66,24069,3.25,2023-01-24,High,Micro
mcintoshjeffrey633,YouTube,Live,Fitness,USA,Nano,7505,6415,225,449,11,32,4301,7.86,2023-09-26,Viral,Nano
sperkins999,YouTube,Video,Gaming,Germany,Nano,5655,5535,297,511,16,23,2579,9.36,2024-04-23,Viral,Nano
donaldmarshall494,Facebook,Carousel,Music,Australia,Nano,9835,7226,4630,436,34,23,0,5.5,2023-12-22,High,Nano
kristen27970,Facebook,Image,Food,Australia,Micro,64028,22636,1126,2170,109,21,0,3.96,2024-05-18,High,Micro
jenniferlang400,Twitter,Carousel,Fashion,Japan,Macro,726003,36836,3382,19180,397,693,0,3.15,2024-10-23,High,Macro
sgregory874,Twitter,Image,Fitness,USA,Micro,41399,18756,2237,1513,151,80,0,3.62,2023-07-12,High,Micro
kevindaniel996,Instagram,Image,Tech,Germany,Nano,8460,5353,1548,490,0,26,0,5.41,2023-07-10,High,Nano
kaitlincook475,Instagram,Carousel,Fitness,UK,Macro,862427,22507,1789,13313,386,146,0,2.19,2024-01-16,Medium,Macro
ochoastephanie395,Instagram,Carousel,Food,UK,Nano,7429,6794,2058,363,24,0,0,6.58,2023-09-12,Viral,Nano
jonathan70534,Twitter,Image,Fashion,Brazil,Micro,22315,10686,2566,512,60,22,0,2.27,2024-07-16,Medium,Micro
angelarodriguez809,Instagram,Carousel,Education,Germany,Nano,1853,764,3566,138,0,2,0,6.15,2024-02-10,Viral,Nano
isaac7762,YouTube,Video,Fashion,Mexico,Macro,598357,6090,4105,22910,813,1465,137108,3.44,2024-10-02,High,Macro
amanda01257,Instagram,Carousel,Tech,Canada,Macro,231939,28851,2855,5249,271,0,0,2.28,2023-05-18,Medium,Macro
martinwilson71,Instagram,Reel,Education,Canada,Nano,9029,4610,3847,687,26,23,0,9.35,2023-06-14,Viral,Nano
wallen245,Facebook,Image,Education,Germany,Macro,667915,48180,3115,2827,56,0,0,0.46,2024-09-27,Low,Macro
snguyen45,TikTok,Live,Food,Canada,Macro,299092,26956,2652,15807,1102,768,163704,5.21,2023-03-10,High,Macro
cherrynancy736,YouTube,Image,Fashion,Brazil,Nano,4139,2655,4317,82,6,5,893,2.63,2024-09-12,Medium,Nano
jacob6542,Instagram,Video,Travel,Australia,Mega,2341452,24287,3417,16076,1348,566,0,0.7,2024-06-25,Low,Mega
dbeard768,Instagram,Carousel,Food,Brazil,Mega,2629390,34584,1592,53807,2319,1989,0,2.69,2024-07-25,Medium,Mega
longlauren454,Facebook,Reel,Food,Mexico,Micro,70125,36142,1487,5418,339,93,0,6.89,2024-09-06,Viral,Micro
smithnicole369,TikTok,Carousel,Music,France,Macro,532373,35858,4623,17947,1131,1091,184871,2.91,2023-09-18,Medium,Macro
jeremywheeler791,Twitter,Reel,Gaming,India,Macro,398301,530,2482,16805,1205,1336,0,3.99,2023-01-23,High,Macro
nicolearias410,TikTok,Story,Music,Canada,Micro,84922,38252,3017,1104,26,38,5145,1.64,2024-08-07,Medium,Micro
dilloncollins81,Facebook,Image,Food,France,Macro,281301,39109,791,1005,110,59,0,0.36,2024-01-26,Low,Macro
austin8443,Instagram,Carousel,Beauty,Japan,Micro,25799,474,4944,1276,54,71,0,4.05,2024-06-20,High,Micro
christopher06152,TikTok,Story,Sports,UK,Micro,38940,37799,4885,259,22,20,3794,0.84,2024-02-08,Low,Micro
chavezshelley586,YouTube,Carousel,Food,Australia,Micro,16463,12585,1078,868,40,32,7129,5.13,2024-10-29,High,Micro
zschneider672,YouTube,Story,Sports,Canada,Nano,2173,1794,931,41,2,2,406,2.22,2024-08-31,Medium,Nano
rossbarbara116,Instagram,Carousel,Tech,France,Micro,67961,13186,1922,2167,138,161,0,2.97,2023-03-29,Medium,Micro
yclark209,Instagram,Image,Sports,UK,Macro,959972,29595,2509,8795,477,583,0,1.05,2023-08-05,Medium,Macro
fisheramanda278,Facebook,Story,Fitness,Canada,Micro,28526,1524,4325,685,59,24,0,2.15,2024-09-24,Medium,Micro
jonesjames521,Instagram,Reel,Fashion,USA,Micro,45561,1350,893,2630,292,92,0,5.26,2024-01-25,High,Micro
williamsanchez763,Instagram,Carousel,Education,Mexico,Micro,34434,2705,186,837,97,41,0,2.97,2024-02-07,Medium,Micro
omorris972,YouTube,Video,Beauty,France,Micro,49626,25473,2120,2878,339,129,36673,6.89,2024-07-22,Viral,Micro
nicholasmalone338,TikTok,Image,Tech,France,Macro,788842,27450,1873,10676,992,495,118887,1.73,2024-09-11,Medium,Macro
higginsstephanie672,Twitter,Story,Tech,Brazil,Micro,86156,45223,2541,918,91,64,0,1.04,2023-05-29,Medium,Micro
susanrodriguez454,Facebook,Image,Beauty,USA,Micro,25517,25181,251,428,44,8,0,2.07,2023-11-07,Medium,Micro
jbennett138,TikTok,Image,Travel,USA,Nano,1429,1321,1901,68,5,1,666,4.12,2024-05-03,High,Nano
singletonandrea228,Facebook,Story,Education,France,Nano,7348,3447,274,48,1,0,0,0.66,2024-02-27,Low,Nano
bgentry738,YouTube,Image,Food,UK,Mega,8369982,28120,2031,10213,704,334,86713,0.1,2024-01-25,Low,Mega
gregorygilbert572,TikTok,Reel,Sports,Mexico,Micro,78843,2879,3752,4345,392,55,18734,5.08,2023-02-10,High,Micro
imorales475,Twitter,Story,Fashion,Brazil,Nano,7521,3560,1373,198,19,5,0,2.14,2023-05-26,Medium,Nano
vmcknight93,Twitter,Video,Music,USA,Nano,9952,7533,1475,775,47,32,0,9.97,2024-04-10,Viral,Nano
james85580,TikTok,Carousel,Tech,USA,Nano,8362,2719,4201,680,19,40,7971,7.53,2023-12-10,Viral,Nano
marcojohnson13,YouTube,Image,Tech,,Macro,153802,7804,1490,3615,184,230,30203,2.47,2023-09-17,Medium,Macro
lgregory904,Twitter,Reel,Education,Canada,Macro,737517,29836,3907,27659,1211,1416,0,3.05,2023-09-08,High,Macro
georgejuan340,Facebook,Carousel,Sports,Canada,Macro,317723,9627,310,4959,172,276,0,2.14,2023-11-02,Medium,Macro
qshields369,Instagram,Video,Food,Japan,Mega,3706755,37605,4883,39259,3184,2292,0,0.96,2024-08-15,Low,Mega
curtisnancy540,Instagram,Video,Fitness,France,Micro,59668,19291,541,4680,448,323,0,6.58,2023-12-04,Viral,Micro
patriciagutierrez438,Twitter,Story,Travel,Brazil,Micro,24326,15948,728,329,38,15,0,1.3,2023-10-22,Medium,Micro
randydonaldson239,Facebook,Carousel,Fitness,Canada,Micro,91689,47887,4267,3638,119,179,0,4.35,2024-09-16,High,Micro
emilyray207,TikTok,Image,Fashion,USA,Nano,2932,1467,382,95,3,5,757,2.85,2024-10-17,Medium,Nano
sanchezmary945,TikTok,Carousel,Food,Germany,Micro,82088,40469,4670,3362,69,195,23857,4.58,2023-12-13,High,Micro
mmurray743,Twitter,Reel,Fashion,UK,Micro,92208,27228,3798,7004,746,509,0,7.78,2024-08-01,Viral,Micro
mark04585,TikTok,Story,Music,India,Nano,6434,355,2307,172,18,5,2517,2.27,2023-06-19,Medium,Nano
darleneallen222,Facebook,Reel,Tech,Mexico,Nano,6050,811,3400,619,31,7,0,9.12,2023-11-06,Viral,Nano
thompsondeborah751,Facebook,Carousel,Tech,USA,Micro,14901,13191,214,832,92,34,0,4.79,2024-05-10,High,Micro
alexis41119,Facebook,Carousel,Beauty,UK,Macro,203024,13547,1097,4070,463,233,0,1.68,2024-06-18,Medium,Macro
jasminemclean206,Instagram,Carousel,Fashion,Mexico,Macro,449479,1573,2569,10705,263,497,0,2.43,2023-11-25,Medium,Macro
lydiamiller145,YouTube,Carousel,Fitness,Canada,Micro,67817,33789,4594,2976,140,62,13015,3.98,2023-10-05,High,Micro
kellymccarthy913,TikTok,Story,Travel,UK,Nano,6549,967,423,169,4,2,2338,2.52,2024-09-02,Medium,Nano
devinpeterson96,Facebook,Live,Education,Mexico,Micro,53559,5247,4380,2563,233,145,0,4.02,2023-05-15,High,Micro
laura30465,Twitter,Video,Education,Germany,Micro,71000,23919,2123,4624,530,92,0,6.63,2023-11-29,Viral,Micro
kellyrojas334,Twitter,Video,Food,Australia,Nano,8842,2187,4961,880,32,56,0,10.2,2023-04-20,Viral,Nano
barnescharles442,Facebook,Live,Food,Germany,Micro,62535,31712,1312,4410,193,119,0,6.69,2024-08-28,Viral,Micro
nancy49100,Twitter,Story,Beauty,Canada,Micro,32686,27518,4713,1004,27,75,0,2.8,2024-07-22,Medium,Micro
lisa16909,Twitter,Image,Fitness,Japan,Nano,2781,2124,2692,198,15,13,0,6.42,2023-05-23,Viral,Nano
wernerlouis312,Facebook,Live,Fashion,UK,Micro,69372,13578,1612,2848,168,143,0,4.03,2024-11-26,High,Micro
jenniferwilson841,Twitter,Live,Beauty,USA,Micro,90149,4190,2419,6987,422,132,0,6.0,2024-07-27,High,Micro
dominguezjeremy861,TikTok,Video,Fitness,India,Nano,7459,5527,1740,787,71,30,6470,9.82,2024-01-04,Viral,Nano
jessicagrant916,Twitter,Image,Fitness,UK,Nano,2175,656,3587,153,5,11,0,6.47,2024-04-11,Viral,Nano
halljasmine730,Facebook,Reel,Sports,UK,Micro,65590,27937,1532,3361,218,117,0,4.97,2023-08-31,High,Micro
anthony36880,Facebook,Carousel,Gaming,Canada,Micro,14385,9607,937,546,41,32,0,2.95,2024-06-23,Medium,Micro
frankpetersen926,TikTok,Reel,Music,USA,Micro,89963,44931,649,3536,237,218,51360,5.22,2023-02-24,High,Micro
katrina63745,TikTok,Story,Fashion,Australia,Micro,71503,19053,2423,74,3,2,1090,0.1,2023-11-08,Low,Micro
hudsonaaron259,Facebook,Carousel,Fashion,Australia,Micro,85085,18896,233,2071,246,137,0,3.33,2023-10-12,High,Micro
gouldbrenda186,YouTube,Story,Fitness,Germany,Macro,114892,24333,3668,131,10,9,1554,0.1,2024-05-11,Low,Macro
gmonroe752,Facebook,Video,Beauty,USA,Mega,3586212,15694,3148,100916,9614,3926,0,2.34,2024-08-14,Medium,Mega
kchandler544,TikTok,Video,Fitness,USA,Nano,8602,3928,4372,808,40,50,9719,10.01,2023-05-29,Viral,Nano
andrew77879,Twitter,Video,Fitness,Australia,Micro,51377,41874,4362,5806,512,74,0,8.85,2024-10-29,Viral,Micro
harmonlori561,TikTok,Carousel,Fitness,Germany,Macro,367747,12874,4832,13259,783,850,158963,3.3,2023-11-17,High,Macro
zcoleman673,Instagram,Live,Fashion,USA,Nano,2600,1131,2330,171,15,0,0,6.51,2024-08-31,Viral,Nano
ryanpollard655,YouTube,Story,Food,USA,Nano,3128,554,1523,38,3,2,480,1.32,2023-03-19,Medium,Nano
edgar00951,Twitter,Carousel,Gaming,France,Nano,2212,1157,502,121,3,4,0,6.35,2024-05-18,Viral,Nano
bakermary796,YouTube,Story,Gaming,UK,Micro,24212,23542,3627,19,1,0,203,0.1,2023-09-14,Low,Micro
haasbrandon490,Twitter,Video,Education,UK,Micro,10113,6511,2711,1121,96,32,0,8.8,2024-05-17,Viral,Micro
morganjohnson57,Twitter,Reel,Food,Canada,Nano,7298,4485,4656,934,95,40,0,10.06,2024-02-15,Viral,Nano
michaelwilson918,Instagram,Carousel,Music,France,Nano,8530,744,4552,512,25,12,0,5.2,2024-02-04,High,Nano
dshea512,Instagram,Live,Beauty,Australia,Nano,8175,2053,4867,479,16,11,0,5.14,2023-11-12,High,Nano
johnny34239,Facebook,Reel,Fashion,India,Micro,54265,30139,4295,4810,116,87,0,7.56,2024-08-16,Viral,Micro
smithbeth468,Instagram,Video,Tech,Australia,Micro,71763,1041,1079,5768,472,155,0,6.46,2023-04-10,Viral,Micro
gonzalezadrian412,Facebook,Image,Sports,USA,Macro,211496,13380,526,4762,378,252,0,2.93,2024-11-25,Medium,Macro
bhorne948,TikTok,Video,Sports,Canada,Nano,4493,3500,1167,400,31,13,1779,7.69,2023-09-07,Viral,Nano
peterbuchanan608,Facebook,Video,Tech,USA,Macro,762904,5390,3999,23453,0,260,0,2.88,2024-10-29,Medium,Macro
eric90847,TikTok,Reel,Education,UK,Nano,5439,4984,318,476,29,36,4915,8.65,2024-10-04,Viral,Nano
angelawilliams55,TikTok,Carousel,Gaming,India,Micro,35153,33362,4431,1088,79,18,7988,4.02,2023-10-11,High,Micro
hpearson107,YouTube,Video,Tech,Australia,Micro,30940,8337,3570,2066,50,113,13265,6.06,2023-02-14,Viral,Micro
gina11236,Instagram,Story,Tech,UK,Macro,608623,38943,3653,10132,274,268,0,1.65,2023-11-30,Medium,Macro
kimberly89466,Instagram,Carousel,Travel,USA,Nano,7759,4893,3868,424,24,10,0,4.48,2024-09-16,High,Nano
perezmorgan176,YouTube,Reel,Beauty,UK,Micro,35448,4009,4668,2207,259,53,9990,5.77,2024-03-04,High,Micro
jonesalexis286,TikTok,Image,Fitness,Mexico,Nano,3784,2103,4284,157,11,4,1246,3.98,2024-04-18,High,Nano
annfuentes482,Instagram,Live,Gaming,Brazil,Nano,8114,7585,1230,664,72,0,0,7.82,2023-02-11,Viral,Nano
christopher08245,Facebook,Video,Gaming,Canada,Micro,22844,22813,111,1653,72,81,0,7.45,2023-10-30,Viral,Micro
garciarobin642,Instagram,Video,Education,Germany,Nano,8524,7698,3736,854,80,9,0,8.25,2024-01-15,Viral,Nano
timtyler754,Twitter,Live,Fashion,USA,Micro,53634,37798,4453,1698,84,106,0,3.11,2023-12-10,High,Micro
ayaladavid245,Instagram,Story,Beauty,India,Nano,6989,5874,4587,268,6,9,0,3.93,2023-12-09,High,Nano
clarkelizabeth354,Facebook,Video,Education,Mexico,Macro,836984,17621,2899,27649,2612,712,0,4.0,2024-01-17,High,Macro
marywalker193,Twitter,Reel,Music,Canada,Macro,593002,29720,2404,15623,1372,738,0,2.34,2023-03-09,Medium,Macro
blankenshipdavid24,Twitter,Video,Food,Japan,Macro,402380,45783,927,28010,775,603,0,5.46,2024-10-04,High,Macro
yvonnehunt806,TikTok,Reel,Music,UK,Micro,65067,34153,1913,3822,322,116,14353,6.08,2024-10-23,Viral,Micro
gutierrezchristine152,TikTok,Reel,Sports,Canada,Macro,566885,14962,2139,25751,1975,1876,171963,4.66,2023-02-18,High,Macro
eadams452,TikTok,Carousel,Education,UK,Micro,31075,5383,1267,1414,68,110,18483,4.04,2023-05-10,High,Micro
nortonjeremiah787,TikTok,Carousel,Tech,Brazil,Micro,14546,8843,1341,1028,121,20,8615,6.43,2024-05-26,Viral,Micro
bridgeswalter347,YouTube,Reel,Beauty,UK,Nano,9948,9499,2384,1374,72,81,11935,10.75,2024-03-28,Viral,Nano
doris09540,Instagram,Live,Education,India,Nano,2914,1563,3663,177,10,12,0,6.9,2024-08-20,Viral,Nano
